,bathrooms,public_remarks,room type,areacode,price,parking_space,property_type,bedroom,spareroom,city,province,address
218,1,"Newly Renovated Large And Spacious Studio Unit (Approx 450 Sq Ft) In Charming And Rarely Offered Low-Rise Boutique Building. Great Residential Area, Nestled Between Several Beautiful Parks And Trails. This Unit Is In An Apartment Building And Is Not A Condo.**** EXTRAS **** Fridge, Stove/Oven. Water And Heat Included, Hydro Is Extra. Tenant Insurance Required. Shared Laundry Room. Outdoor Parking Available For $50/Month Extra. (29627070)",apartment,416,1400,0.0,Single Family,0,0,Toronto, Ontario M8Y3M4,#B7 -2 NEWHOLM RD
219,1,"Fantastic Location,  1 Bedroom,1 Living Room , 1 Washrooms And A Kitchen. Perfect House For A Small Family. Close To All Amenities. Proximity  To Schools, Church And Public Transit, Easy Access To Both 407/401.**** EXTRAS **** 40 % Utilities Cost To Be Paid By The Tenant , 60 % Utilities Cost Will Be Shared By Upper Level Unit Holder. *Fridge, Stove, Washer & Dryer* (29570218)",basement,416,1400,0.0,Single Family,1,0,Ajax, Ontario L1T4N6,15 OXLADE CRES
220,1,"Spacious East West Jr 1 Bedroom 1 Bathroom On 3rd Floor Walk-Up, In An Excellent Neighbourhood Between The Kingsway And Royal York Rd. Bright And Clean With Hardwood Floors. Open Concept Living And Dining With Galley Kitchen. Ample Storage With Two Spacious Closets In Hallway And Another Two In Master Bedroom. Close To All Amenities And Transit, Ttc At Doorstep And Minutes Away From Royal York Subway Station And Walking Distance To Humbertown Mall.**** EXTRAS **** Kitchen With Fridge And Stove. Incl: Heating, And Water. Excl: Hydro. Coin-Operated Laundry Room On 2nd Floor. (29662084)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M9A3B2,#310 -11 ANGLESEY BLVD
222,1,"Spacious Bachelor Unit In The Heart Of Annex! Enjoy Loft Like Living In A Victorian Mansion In One Of Toronto's Most Desirable Neighbourhoods. A Perfect Pied-A-Terre For Professional, Grad Student, Mature Person Etc. Very Quiet Building, Immaculately Kept.  Offering Bike Storage And Coin Laundry Site. Literally Steps To Everything- Ttc Subway, Uoft, Yorkville, Hospital Row Etc. Must Be Seen Today- Best-Value For Location In The City!**** EXTRAS **** Ideal For Quiet/Mature Person. Incl. Fridge, Stove & Loft Structure. Basic Internet Incl.! Heat, Hydro & Water Incl. Coin Operated Laundry On L Level- V. Convenient! Use Of Rear Yard. Bldg Is Smoke/Vape Free.3Pc Br. Gas, Stove Fridge New Fl (29529985)",basement,416,1400,0.0,Single Family,0,0,Toronto, Ontario M5R2R7,#R -536 HURON ST
223,1,"Bright, Spacious, Open-Concept Suite With Recent (December, 2021) Renovation. Exposed Brick, Large Windows, Very Centrally Located Just Minutes Away From All Your King And Queen West Attractions Such As Bars, Restaurants, Shopping Centres And Grocery Stores. Shared Laundry On-Site. 3Pc Bathroom And Fully Equipped Kitchen. 2 Separate Entrances! $1400 Is A 3 Month Covid Discount For Months 2, 3, & 4. Actual Lease & Deposit To Be Made $1500.**** EXTRAS **** This Suite Does Not Feel Like A Lower Level Apartment. The Large Windows Let In Lots Of Light! Heat, Water, Hydro Included. (29389852)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M6K3B2,#LOWER -183 DOWLING AVE
224,1,"Bloor And Dufferin Beautiful Four Bedroom Apartment, With Renovated Kitchen, Bathroom And Bedroom , Flooring, And Much More. One Bedroom Out Of The Four Bedrooms Is For Rent! Plus One Quarter (1/4) Of The Utilities Extra To Be Paid.**** EXTRAS **** One Bedroom For Rent Out Of The Four Bedrooms For Rent. (29596472)",bedroom,647,1400,0.0,Single Family,1,0,Toronto, Ontario M6H1M6,#B -1074 BLOOR ST W
225,1,"Beautiful Basement For Lease With 2 Spacious Bedroom In Demand Neighborhood One Bus To Subway.. Minutes To Scarborough Town Centre. Separate Laundry. 1 Driveway Parking Is Included In The Rent. Tenant Pay 40% Of All Utilities- Hydro, Gas And Water**** EXTRAS **** All Electric Light Fixtures. All Window Coverings , Fridge Stove, Separate Washer, Dryer, Main Floor Tenant Pay 40% Utility (Hydro, Water & Gas) (29629066)",basement,416,1400,1.0,Single Family,2,0,Toronto, Ontario M1K3T6,#BSMT -6 SEDGEWICK CRES
226,1,"Bright & Spacious 1 Bedroom, 1 Bathroom, Basement Apartment W/ Private Entrance Located In The Little Portugal Community. Updated Kitchen W/ Backsplash Along With Ceramic Floor And Laminate Throughout. Includes Use Of Beautiful Shared Backyard Space! Just Steps Away From Dufferin & Dundas With Convenient Access To Transit, Shopping, Restaurants & More! Visit Today!**** EXTRAS **** Fridge, Stove, Washer & Dryer, In Floor Heating & Water Included (29432432)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M6K2A9,#BSMT -592 DUFFERIN ST
227,1,"2 Bedroom Basement Unit For Rent In The Heart Of East York. Perfect For Young Professionals And Small Families! Mins Away From, Downtown, Dvp & 401,Great Schools Across The House, Parks, Restaurants, Public Transit, Great Neighborhood.**** EXTRAS **** Fridge, Stove, Shared Washer & Dryer At Lower Level. Eat-In Kitchen. 1 Parking Spot On Driveway. Attach Sched A & B. Rental Application/Job Letter/Full Credit Report Required. Aaa+ Tenant(S) Only. (29432704)",basement,905,1400,1.0,Single Family,2,0,Toronto, Ontario M4C3V6,#LOWER -345 GLEBEMOUNT  AVE
228,1,"(Uoit) & Durham College. The Building Features: Usb Charging Station, Key Fob Controlled Suite Doors. Social Lounge/Lobby, Concierge, Four Meeting Rooms, Fitness Facility, Party Room/Outdoor Lounge, Bbq. Extra Laundry On Each Floor.**** EXTRAS **** Fully Furnished Unit. Premium Stainless Steel: Fridge, Dishwasher, Microwave And Range Hood. 2 Burner Built In Electrical Range Top, Electronic Standing Desk, Desk Chair, 2 Dining Chairs, Couch, Coffee Table, And/Or Side Table, Television. (29546167)",apartment,647,1400,0.0,Single Family,0,0,Oshawa, Ontario L1G4Y3,#538 -1900 SIMCOE ST N
229,1,"Location Location Location!!! Charm, Elegance, Character In The Heart Of Woodbridge Within Close To Desirable Market Lane. Unique Solid Brick Well Maintained& Spacious Detached Home  Nature/Golf Lovers Paradise.**** EXTRAS **** Stoves, Fridge,   Clothes Washers & Dryers,  Parking Space (29288766)",basement,647,1400,1.0,Single Family,1,0,Mississauga, Ontario L5N8L3,7338 WATERGROVE (BASEMENT RD
230,1,"Bsmt For Lease In A High Demand Area.  Minsto Shopping Mall, Park, Library And Ttc. Easy Access To Hwy 401. Well Maintained And Renovated Spacious Brilliant Bungalow.  Pro Designed Gardens On Front And Back Yard. Foundation Waterproof & Upgrade Bsmt; Don't Miss This Fabulous One!  Thank You.**** EXTRAS **** Fridge, Stove, All Elfs And Window Covers.  Shared Washer And Dryer.  Tenant Pay 50% Utilities Only. (29484895)",basement,647,1400,1.0,Single Family,2,0,Toronto, Ontario M1G1V8,#BSMT -50 SHAWFORD CRES
231,1,"Clean, Freshly Painted 1 Bedroom Apartment In Beautiful Long Branch! Large, Bright Living Space With Big Skylight! Large, Bright Kitchen! New Vinyl Floors, Coat Closet, Intercom System & Building 24 Hr Video Surveillance For Your Safety. Ttc, Bakery, Restaurant And Shops Right Outside Your Front Door. Close To Long Branch Go Station, 10-15 Minutes From The Airport. 1 Car Parking Available.  Aprox 500 Sqft**** EXTRAS **** Close To Waterfront Trail, Local Shopping, Restaurants, Library And So Much More! *1 Parking Spot Available* Non Smoking Building, Laundromat Near By. Stove, Fridge, Microwave Included. (29395135)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M8W1N5,#2 -3519 LAKE SHORE BLVD W
232,1,"Great Renovated Spacious Basement Apartment, Shared Laundry**** EXTRAS **** Fridge,Stove Included With Lease (29386455)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M6M3B5,107 THURODALE AVE
233,1,"Stunning Bright & Spacious One Bedroom Lower Level Unit With Walkout To Large Deck! Freshly Painted & Recently Renovated, This Unit Boasts Pride Of Ownership Throughout! Laminate Floors, Pot Lights, Stainless Steel Appliances, Shared Laundry In Common Area & One Parking Space! Highly Desirable Neighbourhood Close To Transit, Parking, Shopping, Schools & More.**** EXTRAS **** Existing Fridge, Stove, Built-In Microwave. All Existing Electric Lighting Fixtures. Washer & Dryer (Shared With Upper Level). One Parking Space On Drive. (29550039)",basement,416,1400,1.0,Single Family,1,0,Brampton, Ontario L6S1M3,#LOWER -78 GRISELDA CRES
234,1,"*Beautifully Renovated Basement One Bedroom Apartment For Rent* Separate Entrance* Bright Spacious W/Lots Of Windows* Large Bedroom W/Modern 3Ps Shower. Modern Kitchen W/Backsplash* Steps To Bus Stops, Grocery, Shopping Plazas, Restaurant, And All Amenities. None Smoker, No Pets . Please .1 Parking Space On Driveway.**** EXTRAS **** Existing Fridge, Stove, Washer & Dryer - Shared. Please Submit Offer W/Rental Application, Credit Report, Copy Of Ids** No Pet & No Smoker Please.1Parking Spot On Driveway (29567427)",basement,416,1400,1.0,Single Family,1,0,Toronto, Ontario M1J1M3,#BASEMEN -25 ELGAR AVE
235,1,"Bright And Spacious Second Floor Unit Of Residential Home And Quiet And Child Friendly Street. Features Bedroom, Living Room, Washroom And Kitchen. Freshly Painted.**** EXTRAS **** 1 Parking Space Included. Coin Laundry On Site. Large Shared Backyard To Be Enjoyed. Close To Ttc, Shopping, Schools, Utilities Included Except For Hydro. Tenant To Pay 33% Of Hydro Use. (29661661)",bedroom,905,1400,0.0,Single Family,1,0,Toronto, Ontario M1P1G1,#2 -7 VALERIE RD
236,1,"Beautiful Basement For Lease With 2 Spacious Bedroom In Demand Neighborhood One Bus To Subway.. Minutes To Scarborough Town Centre. Separate Laundry. 1 Driveway Parking Is Included In The Rent. Tenant Pay 40% Of All Utilities- Hydro, Gas And Water**** EXTRAS **** All Electric Light Fixtures. All Window Coverings , Fridge Stove, Separate Washer, Dryer, Main Floor Tenant Pay 40% Utility (Hydro, Water & Gas) (29629066)",basement,416,1400,1.0,Single Family,2,0,Toronto, Ontario M1K3T6,#BSMT -6 SEDGEWICK CRES
237,1,"Stunning Bright & Spacious One Bedroom Lower Level Unit With Walkout To Large Deck! Freshly Painted & Recently Renovated, This Unit Boasts Pride Of Ownership Throughout! Laminate Floors, Pot Lights, Stainless Steel Appliances, Shared Laundry In Common Area & One Parking Space! Highly Desirable Neighbourhood Close To Transit, Parking, Shopping, Schools & More.**** EXTRAS **** Existing Fridge, Stove, Built-In Microwave. All Existing Electric Lighting Fixtures. Washer & Dryer (Shared With Upper Level). One Parking Space On Drive. (29550039)",basement,416,1400,1.0,Single Family,1,0,Brampton, Ontario L6S1M3,#LOWER -78 GRISELDA CRES
238,1,"All Inclusive Rent With High Speed Internet. Recently Renovated With Plenty Of Natural Light, Spacious Bedroom & Family Room In A Quiet Community, Renovated 3 Piece Bathroom, Private Separate Entrance With Access To Backyard. Close To Shopping, Schools, Hwy, Airport & Transit. No Pets & No Smokers.**** EXTRAS **** Fridge, Stove, Range Hood, Washer & Dryer. All Electrical Light Fixtures. 1 Driveway Parking Space, Credit Report To Be Verified By Landlord. Additional Parking At An Extra Cost. (29502583)",basement,416,1400,1.0,Single Family,1,0,Toronto, Ontario M9W4G6,#BSMT -52 RIVERHEAD DR
239,1,"Specious Basement In Great Neighbourhood With Complete Seperate Entrance..Full Kitchen With Heated Floor.Perfect For Entertaining, Modern Bathroom,Excellent Use Of Space & Storage.Ensuite Washer And Dryer.Family Friendly Area, Walkable To Coffee Shops, Grocery Store, Restaurants, Ravine & Many Transit Options Incl Future Eglinton Lrt. Easy Dvp & 401**** EXTRAS **** Stove And Oven, Full Size Fridge, Washer And Dryer (29556485)",basement,905,1400,0.0,Single Family,1,0,Toronto, Ontario M4B2P8,24 PLAXTON DR
240,1,"Bright, & Updated Basement Apartment In The Sought After Parkview Hills Pocket. Enjoy Walks Or Watching Local Baseball Games In The Park Next Door Or Get Your Nature Fix In The Extensive Ravine System Surrounding The Neighbourhood W/ Hundreds Of Kms Of Paved & Dirt Trails. Simple & Efficient Layout W/ No Wasted Space & Great Ceiling Height. Your Own Personal Ensuite Laundry For Added Privacy. Lower Tenant Only Pays 20% Of Total Homes Utilities.**** EXTRAS **** Only Two Ways In Or Out Of The Community Makes This A Quiet & Safe Place To Call Home W/ Only Local Traffic But Without Sacrificing Being Close To The Ttc, Restaurants, Shopping Centres, Elementary School & Minutes To The Downtown Core. (29423329)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M4B3C6,32 MARILYN CRES
241,1,"2 Bedroom Apartment With Nice Kitchen In Prime Agincourt. Front Is Main Fl And Back Is Semi-Basement. Family Room W/Separate Front Entrance And Walkout To Backyard. Walking Distance To Ttc. Public School & Shops, Quiet Neighborhood. Very Close To Scarborough Town Centre. Perfect For Couple Or Small Family, Aaa Tenants. No Pets And No Smoking. 1 Parking Space On Driveway.**** EXTRAS **** Fridge, Stove, Washer & Dryer. Tenant Pays 40% Utilities, Equifax Credit Report, Emp Letter, Ref Letter, Rental App, Pay Stubs, Photo Id, Landlord & La Doesn't Warrant The Retrofit Status Of The Basement (29529277)",basement,416,1400,1.0,Single Family,2,0,Toronto, Ontario M1S2Z9,#LOWER -48 GLENSTROKE DR
242,1,"Specious Basement In Great Neighbourhood With Complete Seperate Entrance..Full Kitchen With Heated Floor.Perfect For Entertaining, Modern Bathroom,Excellent Use Of Space & Storage.Ensuite Washer And Dryer.Family Friendly Area, Walkable To Coffee Shops, Grocery Store, Restaurants, Ravine & Many Transit Options Incl Future Eglinton Lrt. Easy Dvp & 401**** EXTRAS **** Stove And Oven, Full Size Fridge, Washer And Dryer (29556485)",basement,905,1400,0.0,Single Family,1,0,Toronto, Ontario M4B2P8,24 PLAXTON DR
243,1,"Large One Bedroom Apartment On Quiet Street. Walking Distance To Bathurst Street And Avenue Road. Close To Ttc. Living/Dining-Kitchen Combo, Beautiful Walk Out To Backyard.**** EXTRAS **** Fridge,Stove,Coin Operated Washer And Dryer,Inclusive Of Hydro, Gas, And Water, Tenant Only Pay Rent Cable And Internet. (29630426)",basement,905,1400,0.0,Single Family,1,0,Toronto, Ontario M5N2Y5,#LOWER#1 -17 SAGUENAY AVE
244,1,"Spacious 1 Bedroom Basement Apartment. Walking Distance From New Lrt Line At Eglinton. Don't Miss This Great Opportunity. Freshly Painted. All Inclusive. Prime Location. Very Clean Unit With A Great Functional Layout. Walking Distance To Ttc. Minutes Drive To Highway 401/400. Very Easy To Show. Lockbox On Site. Goodluck. Thanks For Showing!**** EXTRAS **** Fridge, Stove. All Light Fixtures. All Window Coverings. No Laundry On Site. No Garage Access. (29551128)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M6M3R6,#BSMT -14 RICHARDSON AVE
245,1,"* Amazing House In Prime Location Of Thornhill * Partly Renovated W/1 Bedroom, Living And Dining*1 Bathroom* Laminate Flooring Throughout* Lots Of Natural Lights*Window In The Bedroom* Separated Kitchen*Transit For Easy Access Living* Step To Yonge St Shopping Center, Bus Stop, Subway, Hwy 404, 401, 407. All Kinds Of Restaurants, Parks Banks* Non-Smokers & No Pets* Tenant Pays 20% Of Utilities.**** EXTRAS **** *Fridge, New Stove* Washer And Dryer* All Elf's, All Window Coverings And Blinds* One Parking* (29450253)",basement,647,1400,1.0,Single Family,1,0,Markham, Ontario L3T1S5,#BSMT #A -74 CLARK ST E
246,1,"New Renovations. Bright And Open! Located In A Family Friendly Neighbourhood, Lovingly Maintained Home Is Just Steps To Randall P.S And St. Francis Xaiver Catholic Elementary School, 5 Minute Drive To Milliken Mills H.S. Functional Layout, Main Floor Walks Out To Private Yard, 2nd Floor Primary Suite With Semi Ensuite Bath & His & Her Closets. Close To Grocery Stores, Pacific Mall, Restaurants, Parks, Ttc & Yrt Bus, 9 Minute Drive To Milliken Go Station. ** This is a linked property.** **** EXTRAS **** All Existing: Fridge, Stove, Washer, Dryer, Dishwasher, Central Air, All Light Fixtures, Tenant Pays Utilities. (29560603)",basement,905,1400,2.0,Single Family,2,0,Markham, Ontario L3S1J3,#BSMT -102 GALBRAITH CRES
247,1,"Clean And Updated 1+1 Bedroom Unit Steps To Eglinton West Station, Allen Road And Future Lrt. Great Neighbourhood With Parks, Community Centres, Places Of Worship And Much More!**** EXTRAS **** Tenant Responsible For 1/3 Of Total Heat & Hydro (29494419)",basement,416,1400,0.0,Single Family,1,1,Toronto, Ontario M6C2B2,#LOWER -3 LANARK AVE
248,1,"Brand New, Never Lived In, Sun Filled Legal Basement Available! Centrally Located, Walk To Grocery Stores, Restaurants And Much More. Walking Distance To Transit. Brand New Laminate Flooring Throughout The Entire Unit. This Unit Also Boasts A Tastefully Designed Washroom And Private Ensuite Laundry. This Beautiful Apt Also Comes With One Parking And A Separate Private Entrance. Nice And Private Den Area At The Back Of The Unit For Small Offices.**** EXTRAS **** Inclusions: Fridge, Stove, Washer, Dryer. Additional Parking Spot Available For Extra Charge. (29560661)",basement,416,1400,0.0,Single Family,1,0,Brampton, Ontario L7A2R6,59 LORMEL GATE
249,1,"Lean Bright & Spacious 2-Bedroom 1-Washroom Basement Apartment With Separate Entrance Conveniently Located In A High Demand Location Of Aurora 2 Parking Space Included On Long Driveway! Large Open Space,**** EXTRAS **** Fridge, Stove And Tenant Pay 1/3 Of Utilities. (29452887)",basement,416,1400,0.0,Single Family,1,0,Aurora, Ontario L4G2W2,#BSMT -46 COLLINS CRES
250,1,"Basement Only, Well-Maintained 2Br, 1Wr. Kitchen With Appliances, Close To 410, Bus Stop, Schools. Separate Laundry, All Utilities Included.**** EXTRAS **** Fridge, Stove, Washer & Dryer, Tenant To Maintain Insurance During Lease Term. (29622784)",basement,416,1400,0.0,Single Family,2,0,Brampton, Ontario L7A0N1,#BSMT -49 ICELAND POPPY TR
251,1,"Legal Basement: Brand New 1 Bedroom Basement Apartment Available For Rent Immediately. Separate Entrance. Price Includes Utilities.**** EXTRAS **** Fridge, Stove, Washer And Dryer. (29625597)",basement,905,1400,1.0,Single Family,1,0,Brampton, Ontario L6V4S1,66 CALMIST CRES
252,1,"Legal Basement: Brand New 1 Bedroom Basement Apartment Available For Rent Immediately. Separate Entrance. Price Includes Utilities.**** EXTRAS **** Fridge, Stove, Washer And Dryer. (29625597)",basement,905,1400,1.0,Single Family,1,0,Brampton, Ontario L6V4S1,66 CALMIST CRES
254,1,"Charming 1 Bedroom Basement Unit On A Beautiful Tree-Lined Street In The Beaches. Everything You Need At Your Doorstep, Located Steps To The Streetcar, Parks, Shops, And Restaurants Along Queen East And Just Minutes To The Beach. Tenant To Pay For Internet, Cable, Telephone And Contents And Liability Insurance. Photos From A Previous Listing.**** EXTRAS **** Fridge, Stove, Combo Washer/Dryer (1 Unit) 1 Tandem Parking Spot In Driveway. Non-Smoker, No Pets Preferred. Tenant To Pay For Internet, Cable, Telephone, & Contents & Liability Insurance. Speak To La Before Submitting Offer. (29644616)",basement,416,1400,1.0,Single Family,1,0,Toronto, Ontario M4L3P9,#BSMT -54 HERBERT AVE
255,1,"*Beautifully Renovated Basement One Bedroom Apartment For Rent* Separate Entrance* Bright Spacious W/Lots Of Windows* Large Bedroom W/Modern 3Ps Shower. Modern Kitchen W/Backsplash* Steps To Bus Stops, Grocery, Shopping Plazas, Restaurant, And All Amenities. None Smoker, No Pets . Please .1 Parking Space On Driveway.**** EXTRAS **** Existing Fridge, Stove, Washer & Dryer - Shared. Please Submit Offer W/Rental Application, Credit Report, Copy Of Ids** No Pet & No Smoker Please.1Parking Spot On Driveway (29567427)",basement,416,1400,1.0,Single Family,1,0,Toronto, Ontario M1J1M3,#BASEMEN -25 ELGAR AVE
256,1,"Affordable 2 Bedrooms Basement High Selling All Utility Included , Very Spacious , In Very Quite Neighborhood Close To Shopping Plaza Minutes To Lawrence Ave E To Connect You With Transit . Professionally Clean The Living And Kitchen Will Be Painted.**** EXTRAS **** Shared Laundry One Spot Parking Included . (29535634)",basement,416,1400,1.0,Single Family,2,0,Toronto, Ontario M1G2E3,86 GOLFHAVEN DR
257,1,"*Fabulous Basement Apartment You Will Love! Perfect For Single Person. Very Spacious & Separated Kitchen, Private Laundry, And Private Entrance. Freshly Painted And Shows Immaculate. New Laminate Flooring Thru-Out* Easy Access To Hwy 407, Hwy 7, York University, Finch Subway. Non-Smokers Or Pets***** EXTRAS **** * Fridge, Stove(Will Be Changed To Black Color Stove), Washer And Dryer (Share With Unit A Tenants), All Window Coverings And Blinds, Tenant Pay 20% Of Utility* One Parking* (29450268)",basement,647,1400,1.0,Single Family,1,0,Markham, Ontario L3T1S5,#BSMT #B -74 CLARK ST E
258,1,"Brand New Legal Basement Apartment With Separate Entrance. Plenty Of Natural Light. This Openconcept Single Bedroom Unit Is Great For Working Professionals, Small Families, Or Couples. Located Nearby All Amenities With Grocery Stores Only Minutes Away. This Lower-Level Apartment Features New Appliances And Separate Laundry (Not Shared). Tenant To Pay 30% Of The Utilities.**** EXTRAS **** All Appliances Included: Fridge, Washer, Dryer, Stove. 1 Parking Spot On The Driveway. (29499839)",basement,905,1400,1.0,Single Family,1,0,Brampton, Ontario L6Y5T9,#BSMT -46 LEADERSHIP  DR
259,1,"Bright And Spacious Second Floor Unit Of Residential Home And Quiet And Child Friendly Street. Features Bedroom, Living Room, Washroom And Kitchen. Freshly Painted.**** EXTRAS **** 1 Parking Space Included. Coin Laundry On Site. Large Shared Backyard To Be Enjoyed. Close To Ttc, Shopping, Schools, Utilities Included Except For Hydro. Tenant To Pay 33% Of Hydro Use. (29661661)",bedroom,905,1400,0.0,Single Family,1,0,Toronto, Ontario M1P1G1,#2 -7 VALERIE RD
260,1,"Don't Miss Out On This Renovated 1 Bedroom Available. Prime Downtown Yonge St. Location In The Heart Of Toronto. Steps To Queens Park, U Of T., Ryerson, Museum, Yorkville, Holt Renfrew, Ymca, Bloor & Yonge St. & Ttc., Shopping And Restaurants. No Pets And No Smokers.**** EXTRAS **** Fridge, Cooktop, Stove, Tenants Pay Own Hydro & Purchase Tnt Insurance. (29274462)",bedroom,905,1400,0.0,Single Family,1,0,Toronto, Ontario M4Y1Z8,#5 -632B YONGE ST
261,1,"This Fully Equipped Main Floor Bachelor Suite Offering An Upgraded Kitchen With New Appliances, Quartz Counter Tops, Tile Backsplash And Ensuite Laundry. Spacious Open Concept Living/Bedroom Space Offering Hardwood Floors, 3 Piece Bath With Shower, Closet And Private Entrance And Deck Off Or Living Space. Ideal For Student, Single Person. All Utilities Included (Heat, Water, Hydro, Central Air). Brand New With Top Quality Finishings.**** EXTRAS **** Quiet Neighburhood Minutes To Shops And Transit. Main Floor Bachelor Suite All Utilities Included (Internet And Cable Extra). Brand New Stainless Steel Fridge, Stainless Steel Stove, Washer, Dryer, All Light Fixtures. Private Entrance (29586864)",apartment,416,1400,0.0,Single Family,1,0,Brampton, Ontario L6Y0H8,#MAIN -50 HASHMI PL
262,1,"Beautiful Spacious One Bedroom And One Full Washroom Legal Basement With A Separate Entrance, Common Laundry. 1 Parking Included.  S/S Appliances, Pot Lights, No Carpet, Close To All Amenities. Very Peaceful And Friendly Neighborhood ,  Schools, Plazas, Transit, Hwy & Other Amenities Just Steps Away.**** EXTRAS **** """"A"""" Tenant Only. Suitable For A Small Family. Fridge, Stove, And Washer/Dryer. No Smoking And No Pets Please. (29566555)",basement,647,1400,1.0,Single Family,1,0,Brampton, Ontario L7A3M5,14 VENETIAN (BSMT) TERR
263,1,"Gorgeous Lower Level Two Bedrooms Apartment On Danforth Ave Ready To Move In. Large Room Open Concept Kitchen Quite Neighbourhood, Prime Location, Close To The Subway, Steps To Ttc, Steps To Shopping & Restaurant. Ready To Move In ** This is a linked property.** **** EXTRAS **** Ss Fridge, Stove, Built In Dishwasher , Elf (29134098)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M4J1L7,#BSMT -844 DANFORTH AVE
264,1,"Gorgeous Lower Level One Bedroom Apartment On Danforth Ave, Ready To Move In. Features High Ceiling, Larger Rooms, Private Laundry, Open Concept Kitchen, 3Pc Bathroom, Large Size Bedroom, Storage, Quiet Neighbourhood, Prime Location, Close To The Subway, Step To Ttc, Step To Shopping And Restaurant. Exceptionally Clean Unit. Ready To Move In. (29134081)",basement,416,1400,0.0,Single Family,1,0,Toronto, Ontario M4J1L7,#BSMT -842 DANFORTH AVE
265,1,"Newly Renovated And Freshly Painted Rental Opportunity Located In Central North York Right On A Great Park, Minutes Away From Gr8 Amenities, Schools, Shopping, Transit, Inc. Reliable 24Hr On-Site Super, Clearview On The Park Is A Wonderful Home! Move Quickly! This Bachelor Studio Apt. Is Strong Choice For The Young Professional Or Student. This Unit Features Modern Kitchen As A Fully Refurnished Washroom.**** EXTRAS **** Safe And Peaceful Neighbourhood With Convenient Ttc Access, And Close From Major Highways. The Premises Are Well-Maintained And Units Include Fridge / Stove * Laundry Room On Site * Plenty Of Parking Available (29648729)",apartment,416,1420,0.0,Single Family,0,0,Toronto, Ontario M6M2A5,#309 -4 GREENTREE CRT
266,1,"Completely Renovated, Beautiful Partial Furnished Basement/Bachelor Unit Is For Lease. Minutes From Public Transport And Yonge Street, Close To All Amenities Including Great Shcools, Shopping, Parks And Much More. There Are Two Units In The Lower Level, Shared Backyard. All Utilities Included.**** EXTRAS **** All Electrical Light Fixtures, Fridge, Stove, Washer, Dryer. (29579514)",basement,905,1430,0.0,Single Family,0,0,Markham, Ontario L3T3G7,#BSMT B -9 GLAMIS PL
267,1,"Clean & Bright 1 Bedroom Unit In Prime East York Location, Just Steps To Many Shops, Cafe's, Restaurants, Public Transit, Parks, Schools And More. Lots Of Natural Light Throughout With Potlights And Newer Laminate Flooring! ** Utilities Included! **(Except Cable & Internet)**** EXTRAS **** Fridge, Stove, Rangehood, All Electrical Light Fixtures, All Window Coverings. Shared Laundry. **Utilities Included!!** (Except Cable & Internet) (29388570)",basement,416,1450,0.0,Single Family,1,0,Toronto, Ontario M4J4M2,328 LINSMORE CRES
268,1,"Beautiful Brand New 1 Bedroom Basement Apartment. Walking Distance To Anson Park Elem. School & Rh King Academy. Convenient For T.T.C. Only A Few Minutes From Bluffers Park & Marina. No Smoking And No Pets Allowed. Tenants Must Have Excellent Credit.**** EXTRAS **** Included S/S Fridge, S/S Dishwasher, S/S Stove, Washer And Dryer (29653746)",basement,416,1450,1.0,Single Family,1,0,Toronto, Ontario M1M3J6,#BSMT -4 NICOLAN  RD
269,1,"Second Storey 1 Bedroom Located In Central Brampton. Walk To Downtown Brampton, Gage Park & """"Go"""" Station. Just Renovated. Updated Kitchen,Upgraded Laminate, Pot Lights. Bonus, 3 Closets. Large Windows. 1 Parking Included. 2nd Spot Available For $50/M.**** EXTRAS **** One Year Lease. Aaa Tenant(S) Only. Pets Are Restricted Under *25Lbs, No Smoking. Credit Check Is A Must. Water Included. 50% Gas, Hydro Is Separately Metered. (29595671)",upper-unit,416,1450,0.0,Single Family,1,0,Brampton, Ontario L6Y1J6,#UPPER -17 ROYCE AVE
270,1,"Ravine + Walkout Apartment For Lease In High Demand Scarborough Neighborhood! Close To Public Transit!! Schools, Hospital.  One Outdoor Parking! 30% Utilities, Available Immediately; Not Furnished. Minimum One Year Term.**** EXTRAS **** Fridge, Stove, Washer And Dryer, Window Covering. (29389871)",bedroom,416,1450,1.0,Single Family,1,0,Toronto, Ontario M1B5M7,63 GENNELA SQ SQ
271,1,"Ravine + Walkout Apartment For Lease In High Demand Scarborough Neighborhood! Close To Public Transit!! Schools, Hospital.  One Outdoor Parking! 30% Utilities, Available Immediately; Not Furnished. Minimum One Year Term.**** EXTRAS **** Fridge, Stove, Washer And Dryer, Window Covering. (29389871)",bedroom,416,1450,1.0,Single Family,1,0,Toronto, Ontario M1B5M7,63 GENNELA SQ SQ
